udise,school_name,block,cluster,setting,overall_pct,band,score_out_of_10,students_assessed,lat,lon
21150100101,JHATAKIPASI PS,Anugola,Jhatakipasi,Rural,68.9,developing,7,36,20.77769,85.14731
21150100152,"Panchayat High School, Angarbandha",Anugola,Jhatakipasi,Rural,45.4,needs,5,51,20.77789,85.147
21150100201,Khandahata primary school,Anugola,Jhatakipasi,Rural,68.7,developing,7,17,20.76967,85.13619
21150100301,Angarabandha P S,Anugola,Jhatakipasi,Rural,78.3,excelling,8,11,20.79019,85.13876
21150100402,Govt UGHS Antulia,Anugola,Antulia,Rural,50.7,developing,5,46,20.80124,84.80384
21150100601,BHALUMUNDA PS,Anugola,Antulia,Rural,52.2,developing,5,6,20.79309,84.78032
21150100701,Janata Nodal Upper Primary School Dandasingha,Anugola,Antulia,Rural,55.5,developing,6,38,20.78853,84.80547
21150100802,Govt U. P. S. Ganjada,Anugola,Antulia,Rural,49.2,needs,5,29,20.78203,84.77342
21150101001,Rodasingha UP School,Anugola,Antulia,Rural,75.2,excelling,8,8,20.77075,84.7615
21150101101,Laxmanpur PS,Anugola,Antulia,Rural,50.6,developing,5,20,20.79072,84.79336
21150101201,Kadalibereni primary school,Anugola,Antulia,Rural,87.2,excelling,9,9,20.84483,84.80239
21150101301,Tabada ps,Anugola,Antulia,Rural,77.4,excelling,8,11,20.79856,84.82419
21150101401,BADAKANTAKUL NUPS,Anugola,Badakantakul,Rural,62.4,developing,6,23,20.65947,85.08622
21150101501,BADAKANTAKUL GP HS,Anugola,Badakantakul,Rural,50.1,developing,5,40,21.12194,85.15
21150101503,JAMUGADIA PUPS,Anugola,Badakantakul,Rural,74.0,developing,7,14,20.67494,85.09196
21150101504,SINDIRI SAHI PS,Anugola,Badakantakul,Rural,77.1,excelling,8,4,20.667,85.09656
21150101602,KANJA PUPS,Anugola,Badakantakul,Rural,54.5,developing,5,15,20.64861,85.11344
21150101802,NUAKHETA PS,Anugola,Badakantakul,Rural,90.9,excelling,9,16,20.65489,85.06831
21150102201,SARUALI PS,Anugola,Badakantakul,Rural,75.5,excelling,8,10,20.75347,84.98387
21150102401,BADAKERA PS,Anugola,BADAKERA UPS,Rural,56.2,developing,6,20,20.80486,85.01108
21150102403,"PM SHRI SHREE JAGANNATH GOVT. HIGH SCHOOL,BADAKERA",Anugola,BADAKERA UPS,Rural,49.8,needs,5,42,20.80725,85.00936
21150102502,CHAMPATIMUNDA PROJECT UPS,Anugola,BADAKERA UPS,Rural,48.7,needs,5,50,20.78245,85.01663
21150102601,DALABEHERASAHI SS,Anugola,BADAKERA UPS,Rural,57.4,developing,6,23,20.7925,85.00493
21150102701,GURANG SS,Anugola,BADAKERA UPS,Rural,92.4,excelling,9,9,20.7655,85.00728
21150102901,RAGUDIAPADA PS,Anugola,BADAKERA UPS,Rural,77.1,excelling,8,4,20.79269,85.01372
21150103101,TUMUNI PROJECT PS,Anugola,BADAKERA UPS,Rural,67.4,developing,7,17,20.79683,85.0155
21150103102,TUMUNI PS,Anugola,BADAKERA UPS,Rural,85.0,excelling,9,6,20.79334,85.0193
21150103201,GOVT. UGHS BALANGA,Anugola,Jagannathpur,Rural,49.6,needs,5,52,20.66831,84.98903
21150103401,Hidisingh PS,Anugola,Jagannathpur,Rural,71.7,developing,7,4,20.69964,84.97539
21150103701,PAMPASAR PRIMARY SCHOOL,Anugola,Jagannathpur,Rural,60.4,developing,6,4,20.69735,84.94612
21150103801,TALISARA PS,Anugola,Jagannathpur,Rural,86.3,excelling,9,9,20.66917,84.97261
21150103901,BALASINGHA NODAL HS,Anugola,PNHS Kumurisingha,Rural,52.0,developing,5,88,20.67,85.1
21150104001,Balisahi NUPS,Anugola,PNHS Kumurisingha,Rural,56.4,developing,6,33,20.73557,85.14826
21150104701,Pandapur P.S,Anugola,PNHS Kumurisingha,Rural,60.1,developing,6,6,20.74752,85.14834
21150104901,Surah project u p school,Anugola,PNHS Kumurisingha,Rural,62.5,developing,6,40,20.75747,85.13125
21150105201,Baluakata Primary School,Anugola,PNHS Kumurisingha,Rural,38.6,needs,4,11,20.77119,85.094
21150105203,KUMBHAKARNASAHI UPS,Anugola,KHAMAR PS CLUSTER,Rural,53.0,developing,5,9,20.78277,85.09389
21150105301,Govt.primary school Sabalabhanga,Anugola,PNHS Kumurisingha,Rural,64.1,developing,6,39,20.78244,85.07903
21150105351,"Nilakantheswar High school, Sabalbhanga",Anugola,PNHS Kumurisingha,Rural,61.1,developing,6,71,20.78153,85.0765
21150105701,Bantala Bazar primary school,Anugola,BANTALA,Rural,66.8,developing,7,27,20.7406,85.07037
21150105702,Bantala nodal High school,Anugola,BANTALA,Rural,50.7,developing,5,59,20.73839,85.06925
21150105703,Bantala primary school,Anugola,BANTALA,Rural,75.4,excelling,8,16,20.73549,85.08251
21150105751,Bantala Girls HS,Anugola,BANTALA,Rural,52.9,developing,5,46,20.74336,85.064
21150105801,"Govt.U.P.School,Jaraorpur",Anugola,BANTALA,Rural,70.4,developing,7,8,20.75097,85.05164
21150106002,Govt primary school Saharagoda,Anugola,BANTALA,Rural,83.6,excelling,8,6,20.75245,85.03877
21150106101,GOVT U P SCHOOL BADAHINSO,Anugola,Pokatunga,Rural,21.9,urgent,2,16,20.71306,85.04031
21150106201,Bandanapasi PS,Anugola,Pokatunga,Rural,66.3,developing,7,10,20.72156,85.04139
21150106301,Baragounia GP HS,Anugola,Pokatunga,Rural,54.1,developing,5,67,20.7235,85.05845
21150106302,Baragounia Nodal UPS,Anugola,Pokatunga,Rural,87.5,excelling,9,12,20.7169,85.05981
21150106303,Gothamalasahi Primary School,Anugola,Pokatunga,Rural,80.2,excelling,8,10,20.71062,85.0522
21150106304,PURUNAPASISAHI PROJECT PS,Anugola,Pokatunga,Rural,92.5,excelling,9,4,20.71552,85.06809
21150106401,KALEIPADA PS,Anugola,GADATARAS,Rural,65.0,developing,7,9,20.71511,85.08064
21150106501,Magurkhal PS,Anugola,Pokatunga,Rural,76.6,excelling,8,1,20.69544,85.0558
21150106701,SANAHINSO PROJECT PS,Anugola,Pokatunga,Rural,78.9,excelling,8,3,20.71032,85.04645
21150106801,Basala project u p sahu,Anugola,BEDASASAN,Rural,88.2,excelling,9,21,20.7295,85.1142
21150106802,Sunabhuin Project PS,Anugola,BEDASASAN,Rural,77.1,excelling,8,8,20.73038,85.12253
21150106851,Basala G.P. High School,Anugola,BEDASASAN,Rural,56.8,developing,6,32,20.7295,85.1142
21150106901,Bherubania Primary School,Anugola,BEDASASAN,Rural,74.2,developing,7,4,20.71858,85.12404
21150107201,Bedasasan gp Nodal High school,Anugola,BEDASASAN,Rural,68.3,developing,7,55,20.72081,85.10586
21150107502,Hamamira Nodal U. P School,Anugola,BEDASASAN,Rural,67.2,developing,7,18,20.70928,85.11283
21150107601,GOVINDAPUR PS,Anugola,Badakantakul,Rural,88.8,excelling,9,4,20.71072,85.09397
21150107801,CHHELIAPADA PS,Anugola,KHAMAR PS CLUSTER,Rural,34.4,needs,3,12,20.80199,85.11464
21150107802,NATHASAHI PUPS,Anugola,KHAMAR PS CLUSTER,Rural,57.6,developing,6,32,20.79179,85.11219
21150107851,"PHS, CHHELIAPADA",Anugola,KHAMAR PS CLUSTER,Rural,55.8,developing,6,77,20.79172,85.11223
21150107901,NUAGAON NEW UPS,Anugola,KHAMAR PS CLUSTER,Rural,78.7,excelling,8,14,20.79533,85.09475
21150108001,GOVT UGHS Dhokuta,Anugola,BANTALA,Rural,62.0,developing,6,63,20.74611,85.02786
21150108101,Gopalpur Project UP school,Anugola,BANTALA,Rural,72.7,developing,7,23,20.74856,85.02058
21150108401,Govt PS Bhubanpur,Anugola,BANTALA,Rural,79.6,excelling,8,4,20.75388,85.03998
21150108501,Govindapur Sevashram,Anugola,BANTALA,Rural,52.3,developing,5,8,20.74394,85.01556
21150108601,ARADIHA PS,Anugola,GADATARAS,Rural,60.7,developing,6,5,20.66711,85.07719
21150108801,"GOVT UGHS, GADATARAS",Anugola,GADATARAS,Rural,49.1,needs,5,115,20.68817,85.07837
21150108901,JAMUNDA CHASASAHI PS,Anugola,GADATARAS,Rural,88.7,excelling,9,21,20.70233,85.07967
21150109401,BADAKANJANI UP SCHOOL,Anugola,BEDASASAN,Rural,88.8,excelling,9,10,20.74633,85.09291
21150109502,Inkarbandha U. P. S,Anugola,BEDASASAN,Rural,75.1,excelling,8,22,20.0,85.0
21150109902,Sarangapur p.p.s,Anugola,BEDASASAN,Rural,92.6,excelling,9,15,20.73358,85.09113
21150110001,SATARANG PRIMARY SCHOOL,Anugola,BEDASASAN,Rural,63.0,developing,6,5,20.74201,85.10113
21150110201,BRUTI PS,Anugola,Jagannathpur,Rural,65.0,developing,7,10,20.73278,84.88033
21150110301,HINSRIDA PS,Anugola,Jagannathpur,Rural,71.3,developing,7,4,20.71069,84.90819
21150110402,JAGANNATHPUR UPS,Anugola,Jagannathpur,Rural,56.2,developing,6,29,20.72328,84.86786
21150110501,KULANGI PS,Anugola,Jagannathpur,Rural,73.1,developing,7,8,20.68939,84.90078
21150110701,TAKARSINGHA PUPS,Anugola,Jagannathpur,Rural,59.4,developing,6,23,20.70428,84.888
21150110801,TARAVA PS,Anugola,Jagannathpur,Rural,66.5,developing,7,11,20.69864,84.84272
21150110901,Badibahal primary school,Anugola,Jhatakipasi,Rural,63.9,developing,6,6,20.80546,85.16671
21150111001,Barasingha p ups,Anugola,Jhatakipasi,Rural,67.1,developing,7,47,20.79189,85.16025
21150111101,Jadupur project primary school,Anugola,Jhatakipasi,Rural,78.3,excelling,8,3,20.79394,85.16561
21150111202,Bentapur Nodal UP school,Anugola,Jhatakipasi,Rural,64.5,developing,6,54,20.80381,85.14747
21150111203,GODISAHI PUPS,Anugola,KHAMAR PS CLUSTER,Rural,61.3,developing,6,10,20.78989,85.12386
21150111205,KANGULA NUPS,Anugola,KHAMAR PS CLUSTER,Rural,61.5,developing,6,28,20.79749,85.12812
21150111206,Mundiasahi P. s,Anugola,Jhatakipasi,Rural,93.6,excelling,9,14,20.79333,85.13156
21150111207,Nuasahi UP school,Anugola,Jhatakipasi,Rural,62.0,developing,6,63,20.81402,85.13524
21150111208,NUATIARSAHI PPS,Anugola,KHAMAR PS CLUSTER,Rural,80.7,excelling,8,5,20.79601,85.12367
21150111301,ANKULA PS,Anugola,KHAMAR PS CLUSTER,Rural,57.9,developing,6,13,20.82613,85.12492
21150111401,GOPINATHPUR PPS,Anugola,KHAMAR PS CLUSTER,Rural,78.5,excelling,8,11,20.81875,85.13865
21150111501,KHALARI HS,Anugola,KHAMAR PS CLUSTER,Rural,54.4,developing,5,83,20.8177,85.10971
21150111601,KHAMAR (A)UPS,Anugola,KHAMAR PS CLUSTER,Rural,47.1,needs,5,12,20.80473,85.1143
21150111602,KHAMAR PS,Anugola,KHAMAR PS CLUSTER,Rural,46.3,needs,5,19,20.80501,85.11358
21150111701,SOMANTHPUR PS,Anugola,KHAMAR PS CLUSTER,Rural,65.5,developing,7,17,20.82192,85.1122
21150111901,KHINDA UPS,Anugola,GADATARAS,Rural,56.9,developing,6,63,20.711,85.08353
21150112101,MARANDA PS,Anugola,GADATARAS,Rural,91.1,excelling,9,23,20.68838,85.09218
21150112201,TELIBHUIN PS,Anugola,GADATARAS,Rural,33.7,needs,3,11,20.71967,85.09292
21150112401,Baghamunda PS,Anugola,Tainsi Cluster,Rural,59.2,developing,6,6,20.71948,84.79052
21150112402,Baghamunda Ashram School,Anugola,Tainsi Cluster,Rural,41.6,needs,4,44,20.71216,84.78682
21150112601,Dalaki PS,Anugola,Tainsi Cluster,Rural,66.0,developing,7,5,20.73681,84.75547
21150112701,Dalasingha PS,Anugola,Tainsi Cluster,Rural,64.8,developing,6,7,20.72908,84.77021
21150112902,Kothabhuin UPS,Anugola,Tainsi Cluster,Rural,51.6,developing,5,42,20.73878,84.76867
21150113101,LAIMUNDA OLABERI PS,Anugola,Tainsi Cluster,Rural,75.7,excelling,8,7,20.81041,84.78723
21150113401,Jayanti Nagar PS,Anugola,Tainsi Cluster,Rural,55.0,developing,6,3,20.75276,84.78843
21150113501,Badabahal primary school,Anugola,PNHS Kumurisingha,Rural,67.8,developing,7,16,20.7602,85.09833
21150113801,Kabulipal Primary School,Anugola,PNHS Kumurisingha,Rural,60.6,developing,6,3,20.76944,85.05922
21150113901,PNHS KUMURISINGHA,Anugola,PNHS Kumurisingha,Rural,42.6,needs,4,114,20.76647,85.08097
21150113903,Kumurisingha p s,Anugola,PNHS Kumurisingha,Rural,52.4,developing,5,41,20.76878,85.07461
21150114001,Gadataila primary school,Anugola,BANTALA,Rural,86.4,excelling,9,8,20.75261,85.078
21150114002,Pateli PUPS,Anugola,BANTALA,Rural,75.0,developing,8,25,20.75797,85.06799
21150114101,Ramaberani ps,Anugola,PNHS Kumurisingha,Rural,66.7,developing,7,3,20.82367,85.13369
21150114501,"GOVT. UPS, KANDHAKOILI",Anugola,Saradhapur,Rural,68.1,developing,7,14,20.79236,84.86444
21150114701,GOVT PS K.C.GARH,Anugola,Saradhapur,Rural,65.4,developing,7,4,20.72681,84.92658
21150114801,"Govt.P.U.P.S, Kulusar",Anugola,Saradhapur,Rural,68.5,developing,7,18,20.74322,84.92197
21150115001,"Govt.UGHS,Manikajodi",Anugola,Saradhapur,Rural,68.1,developing,7,13,20.75661,84.90319
21150115002,Govt primary school saharsahi,Anugola,Saradhapur,Rural,79.2,excelling,8,10,20.75681,84.89392
21150115101,Govt PS Pokunda,Anugola,Saradhapur,Rural,64.5,developing,6,11,20.77028,84.92806
21150115302,BADADANDASAHI PPS,Anugola,Purunagarh,Rural,91.1,excelling,9,3,20.79027,84.99186
21150116001,GOVT UPS PURUNAGARH,Anugola,Purunagarh,Rural,78.1,excelling,8,90,20.79059,84.97794
21150116101,M.M PATNA PUPS,Anugola,Purunagarh,Rural,48.7,needs,5,69,20.79892,84.97304
21150116201,MATIASAHI PS,Anugola,Purunagarh,Rural,58.7,developing,6,15,20.79594,84.98367
21150116801,CHANDANPUR PUPS,Anugola,Purunagarh,Rural,79.0,excelling,8,24,20.75776,84.97727
21150116802,Rajanagar PS,Anugola,Purunagarh,Rural,93.0,excelling,9,6,20.75764,84.98493
21150117101,KARATAPATA PS,Anugola,Purunagarh,Rural,77.5,excelling,8,16,20.72899,84.98287
21150117301,MADHAPUR PS,Anugola,Purunagarh,Rural,85.2,excelling,9,7,20.73651,85.0101
21150117401,MADHUPUR PS,Anugola,Purunagarh,Rural,83.9,excelling,8,12,20.72688,85.00585
21150117601,Nandapur PS,Anugola,Purunagarh,Rural,39.2,needs,4,21,20.73191,85.00289
21150117602,NANDAPUR UPS,Anugola,Purunagarh,Rural,71.1,developing,7,83,20.73176,84.99747
21150118001,Manapur PS,Anugola,Pokatunga,Rural,90.4,excelling,9,9,20.74072,85.04113
21150118101,Patanasahi PS,Anugola,Pokatunga,Rural,58.3,developing,6,24,20.73695,85.02919
21150118102,POKATUNGA NODAL HS,Anugola,Pokatunga,Rural,56.1,developing,6,70,20.73528,85.02778
21150118103,Pokatunga PS,Anugola,Pokatunga,Rural,74.4,developing,7,43,20.73281,85.01747
21150118501,CHHOTKEI AS,Anugola,Purunakote PS,Rural,60.1,developing,6,47,20.63281,84.88272
21150118701,PURUNAKOTE NODAL HS,Anugola,Purunakote PS,Rural,62.2,developing,6,32,20.63758,84.85239
21150118703,PURUNAKOTE PS,Anugola,Purunakote PS,Rural,62.3,developing,6,15,20.64353,84.84303
21150119101,CHANDRABAHAL PS,Anugola,BADAKERA UPS,Rural,59.4,developing,6,22,20.8201,85.04024
21150119103,PANCHAYAT HIGH SCHOOL RANTALEI,Anugola,BADAKERA UPS,Rural,70.7,developing,7,56,20.83647,85.08093
21150119502,MALISAHI PROJECT PS,Anugola,BADAKERA UPS,Rural,62.9,developing,6,8,20.82308,85.08159
21150119601,MUSAPAPULI UPS,Anugola,BADAKERA UPS,Rural,68.3,developing,7,37,20.81081,85.01895
21150119801,PANCHAMAHALA PROJECT UPS,Anugola,BADAKERA UPS,Rural,45.9,needs,5,31,20.80876,85.06333
21150120001,APARTI PROJECT PS,Anugola,BADAKERA UPS,Rural,59.5,developing,6,26,20.82589,85.04047
21150120002,NUAMOUZA PROJECT PS,Anugola,BADAKERA UPS,Rural,82.7,excelling,8,23,20.82332,85.0571
21150120101,GOVT UPS KHALAGAON,Anugola,BANTALA,Rural,46.3,needs,5,19,20.72694,85.06069
21150120201,GOVT U.G.H.S SANKHAPUR,Anugola,BANTALA,Rural,54.2,developing,5,55,20.73614,85.05194
21150120301,Govt.ups Balijeranga,Anugola,Saradhapur,Rural,72.4,developing,7,27,20.79393,84.90451
21150120601,"GOVT. UP. SCHOOL, GURUDHI",Anugola,Saradhapur,Rural,74.9,developing,7,20,20.78115,84.95096
21150120801,Kulasinga ps,Anugola,Saradhapur,Rural,70.0,developing,7,5,20.76844,84.95078
21150120901,Pathargarh PS,Anugola,Saradhapur,Rural,69.0,developing,7,10,20.80983,84.91444
21150121002,"Govt Primary School, Ramimunda.",Anugola,Saradhapur,Rural,61.7,developing,6,4,20.62532,84.80715
21150121101,Saradhapur(P)U.P.S,Anugola,Saradhapur,Rural,77.7,excelling,8,21,20.78801,84.93811
21150121201,BADATAILA PS,Anugola,Antulia,Rural,42.2,needs,4,6,20.7774,84.8142
21150121301,Baragotha ps,Anugola,Antulia,Rural,59.2,developing,6,2,20.77434,84.81972
21150121401,BHAGATPUR PRIMARY SCHOOL,Anugola,Antulia,Rural,47.2,needs,5,6,20.75361,85.09554
21150121501,Hinjadoli PS,Anugola,Tainsi Cluster,Rural,73.3,developing,7,4,20.74772,84.83667
21150121602,Hinjagola PS,Anugola,Tainsi Cluster,Rural,61.0,developing,6,8,20.75541,84.82838
21150121701,Kantabeda PS,Anugola,Tainsi Cluster,Rural,65.5,developing,7,17,20.75321,84.81212
21150121801,Nuapada PS,Anugola,Tainsi Cluster,Rural,63.0,developing,6,9,20.73835,84.82315
21150122001,GOVT. UPS DHAURAGOTH,Anugola,Antulia,Rural,56.5,developing,6,36,20.77225,84.79686
21150122003,Tainsi Nodal UPS,Anugola,Tainsi Cluster,Rural,57.1,developing,6,39,20.74923,84.82103
21150122004,Govt Primary school kusabari,Anugola,Antulia,Rural,71.0,developing,7,7,20.76365,84.81337
21150122201,KANTAMEGHA PS,Anugola,GADATARAS,Rural,61.7,developing,6,6,20.68661,85.01511
21150122301,RAGUDIAPADA SS,Anugola,GADATARAS,Rural,72.4,developing,7,31,20.69139,85.02374
21150122501,KALAPAT HS,Anugola,GADATARAS,Rural,65.4,developing,7,73,20.69983,85.02219
21150122502,NUABHUINSAHI PS,Anugola,GADATARAS,Rural,74.9,developing,7,8,20.70925,85.02431
21150122701,GAINDI PS,Anugola,Purunakote PS,Rural,73.7,developing,7,8,20.60692,84.77869
21150122801,HATIBARI PPS,Anugola,Purunakote PS,Rural,81.3,excelling,8,5,20.61722,84.80953
21150123001,KARADAPADA PUPS,Anugola,Purunakote PS,Rural,70.4,developing,7,16,20.61661,84.8033
21150123401,MAJHIPADA SS,Anugola,Purunakote PS,Rural,68.1,developing,7,8,20.62175,84.76261
21150123701,TIKARPADA UPS,Anugola,Purunakote PS,Rural,63.6,developing,6,8,20.59806,84.78597
21150123751,NKHS TIKARPADA,Anugola,Purunakote PS,Rural,61.6,developing,6,24,20.6132,84.7916
21150200102,GOVT.NUPS AIDA,Athamalik,KUTESWAR UPS,Rural,43.6,needs,4,53,20.67282,84.61078
21150200201,GOVT.UPS ANANTAPALI,Athamalik,KUTESWAR UPS,Rural,55.2,developing,6,46,20.68412,84.61794
21150200401,GOVT.PS BAGHUAKATA,Athamalik,KUTESWAR UPS,Rural,50.5,developing,5,3,20.69119,84.58642
21150200501,GOVT.UPS BAHALI,Athamalik,KUTESWAR UPS,Rural,62.5,developing,6,33,20.69086,84.59565
21150200601,GOVT.PS KALAMATI,Athamalik,KUTESWAR UPS,Rural,75.6,excelling,8,9,20.68767,84.63383
21150200701,GOVT.PS KUNDAPUR,Athamalik,KUTESWAR UPS,Rural,87.9,excelling,9,4,20.70325,84.60886
21150200901,Govt Ups Olath,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,51.3,developing,5,14,20.63056,84.69861
21150201301,GOVT.PS TITIGAON,Athamalik,KUTESWAR UPS,Rural,72.2,developing,7,3,20.68111,84.60219
21150201501,Akharkata ps,Athamalik,Ambasarmunda,Rural,61.2,developing,6,8,20.72489,84.5349
21150201602,Ambasarmunda Ss,Athamalik,Ambasarmunda,Rural,78.8,excelling,8,20,20.86674,84.59133
21150201603,Ambasarmunda ups,Athamalik,Ambasarmunda,Rural,56.1,developing,6,79,20.72474,84.53433
21150201605,Bhogarakodasahi ps,Athamalik,Ambasarmunda,Rural,65.0,developing,7,1,20.74007,84.50387
21150201701,Bandhagaon ups,Athamalik,Ambasarmunda,Rural,32.1,needs,3,19,20.85306,84.55625
21150201801,Bhogara ps,Athamalik,Ambasarmunda,Rural,62.9,developing,6,13,20.72476,84.53461
21150202002,Chintamanipur ps,Athamalik,Ambasarmunda,Rural,47.2,needs,5,6,20.82355,84.59536
21150202101,Girida ps,Athamalik,Ambasarmunda,Rural,73.3,developing,7,2,20.72456,84.53428
21150202401,Mahidharpur ps,Athamalik,Ambasarmunda,Rural,48.6,needs,5,6,20.87683,84.58336
21150202501,Jagannath ups,Athamalik,Ambasarmunda,Rural,49.9,needs,5,19,20.84017,84.57343
21150203001,Patharkhumapa ps,Athamalik,Ambasarmunda,Rural,39.4,needs,4,9,20.86664,84.55364
21150203101,PHULURIBANIA PS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,52.7,developing,5,3,20.84361,84.60653
21150203201,Podapadar ps,Athamalik,Ambasarmunda,Rural,75.7,excelling,8,7,20.84281,84.56183
21150203301,Rajing ps,Athamalik,Ambasarmunda,Rural,65.6,developing,7,2,20.72462,84.53486
21150203701,Govt. PS BASUDEVPUR,Athamalik,GOVT UPS BAJAPUR,Rural,60.4,developing,6,13,20.86826,84.35937
21150203751,ARJUN HS BASUDEVPUR,Athamalik,GOVT UPS BAJAPUR,Rural,56.5,developing,6,22,20.86631,84.35644
21150204001,Govt. UPS Ghodagadi,Athamalik,Kiakata PS,Rural,48.7,needs,5,11,20.8427,84.35577
21150204101,Govt. PS Buraghat,Athamalik,Kiakata PS,Rural,61.7,developing,6,4,20.69886,84.58108
21150204401,Govt. PS GOUTAMPUR,Athamalik,GOVT UPS BAJAPUR,Rural,55.8,developing,6,4,20.86034,84.37005
21150205201,Govt PS Malisahi,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,81.9,excelling,8,6,20.63073,84.69857
21150205301,Govt Ups Jamudoli,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,61.0,developing,6,12,20.63068,84.69867
21150205351,Jamudoli GPHS,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,80.7,excelling,8,55,20.62463,84.70552
21150205501,Govt PS Karadasing,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,65.3,developing,7,13,20.63073,84.6985
21150205901,Govt PS Limbadiha,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,81.8,excelling,8,13,20.63456,84.68543
21150206201,Govt PS Naleswar,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,65.8,developing,7,5,20.63057,84.69845
21150206601,Govt P.S Belapunji,Athamalik,KANDHAPADA NUPS,Rural,63.3,developing,6,3,20.78174,84.35926
21150206801,Govt P.S Debarapali,Athamalik,KANDHAPADA NUPS,Rural,64.5,developing,6,10,20.78053,84.37057
21150207001,Govt U.P.S Dudum,Athamalik,KANDHAPADA NUPS,Rural,32.9,needs,3,31,20.79802,84.38132
21150207302,Govt U.P.S Kampala,Athamalik,KANDHAPADA NUPS,Rural,74.0,developing,7,59,20.78414,84.37745
21150207601,Govt P.S Mohankhali,Athamalik,KANDHAPADA NUPS,Rural,54.2,developing,5,2,20.76979,84.38437
21150207801,Govt U.P.S Beladula,Athamalik,KANDHAPADA NUPS,Rural,50.3,developing,5,33,20.80893,84.36744
21150207901,Govt U.P.S Baradakata,Athamalik,KANDHAPADA NUPS,Rural,67.0,developing,7,19,20.81759,84.37165
21150208101,Govt. PS Ghodagadi,Athamalik,Kiakata PS,Rural,86.7,excelling,9,4,20.84274,84.35567
21150208301,Govt U.P.S Kandhapada,Athamalik,KANDHAPADA NUPS,Rural,63.2,developing,6,43,20.80812,84.39656
21150208901,Govt P.S Patarapada,Athamalik,KANDHAPADA NUPS,Rural,45.0,needs,5,4,20.82374,84.40652
21150209001,Govt P.S Routpada,Athamalik,KANDHAPADA NUPS,Rural,64.2,developing,6,10,20.8232,84.39751
21150209301,ALEKH GOLEKHAPUR PS,Athamalik,TAPADHOL,Rural,69.4,developing,7,6,20.72462,84.5342
21150209501,GOPINATHAPUR UPS,Athamalik,MAIMURA PS,Rural,69.1,developing,7,22,20.74953,84.72189
21150209601,HATIGANJ PS,Athamalik,TAPADHOL,Rural,86.0,excelling,9,5,20.78774,84.7654
21150209701,"GOPINATH JEW HS,KANTAPADA",Athamalik,TAPADHOL,Rural,75.3,excelling,8,30,20.77128,84.75153
21150209702,KANTAPADA PS,Athamalik,TAPADHOL,Rural,71.2,developing,7,4,20.77317,84.75061
21150209801,KENCHAUNALI PS,Athamalik,MAIMURA PS,Rural,84.0,excelling,8,5,20.73861,84.54254
21150210101,SOMANATHAPUR PS,Athamalik,TAPADHOL,Rural,52.8,developing,5,3,20.77655,84.72642
21150210401,Govt. PS Dhuliapada,Athamalik,Kiakata PS,Rural,68.8,developing,7,4,20.72468,84.5344
21150210901,Govt. PS Kadapada,Athamalik,Kiakata PS,Rural,57.1,developing,6,7,20.86609,84.33097
21150211002,Govt. PS Kiakata,Athamalik,Kiakata PS,Rural,49.5,needs,5,19,20.86551,84.32192
21150211003,Govt. UPS Kiakata,Athamalik,Kiakata PS,Rural,71.0,developing,7,40,20.69982,84.58162
21150211201,Govt. PS Kumbhia,Athamalik,Kiakata PS,Rural,69.4,developing,7,6,20.69452,84.62895
21150211501,Govt. UPS Naikpada,Athamalik,Kiakata PS,Rural,65.0,developing,7,30,20.89085,84.27788
21150211901,Govt. PS Sankhamal,Athamalik,Kiakata PS,Rural,52.6,developing,5,13,20.89953,84.27408
21150212101,BANAMALIPUR PUPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,72.0,developing,7,35,20.84453,84.63067
21150212201,BHAGIRATHIPUR PS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,73.3,developing,7,2,20.83019,84.60858
21150212403,JARAPADA PPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,47.5,needs,5,2,20.86001,84.63214
21150212501,KARADABAHALI PUPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,70.1,developing,7,12,20.8535,84.64768
21150212701,KRUTIBASPUR PS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,64.3,developing,6,14,20.84464,84.63271
21150212702,SASTRIJEE UPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,43.6,needs,4,14,20.86051,84.62976
21150212901,KHADAGABAHAL TENTULIPATHAR NODAL UPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,58.4,developing,6,13,20.86051,84.62976
21150213001,TILESWAR PUPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,62.4,developing,6,19,20.88267,84.62208
21150213201,Govt PS Bijipur,Athamalik,NILAKANTHAPADA UPS,Rural,58.8,developing,6,11,20.79573,84.46429
21150213401,Govt UPS Chandrapur,Athamalik,NILAKANTHAPADA UPS,Rural,41.7,needs,4,29,20.78676,84.45233
